,I agree that I have bought a [ticket](https://fixr.co/event/215737120) and agree to the [Terms and Conditions](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,Do you understand you won't get a match unless you've bought a ticket?,What college are you at?,What do you study?,"{{field:5be60ae4-75cb-48af-93d7-fb1955703b91}}, what year are you in?",What years do you want to match with?,I identify as...,I want to match with people looking for...,I want to match with someone who is:,How do you feel about a non-monogamous relationship?,I like Christmas the most for...,My ideal date is...,You are taking them to dinner. Where do you go?,What do you talk about?,How COVID-Secure is your Date?,Who pays?,What’s one thing you definitely want from your partner in the morning?,Fast forward to end of COVID-19. You and your partner are going on a dream romantic getaway. What continent is it on?,How political are you?,I would best describe myself as being...,Are there some political beliefs you don't want to match with?,I do not want to match with someone who is:,I would look after my drunk mate even if I had an essay due at 9am,"I’d always support my country, whether it was right or wrong.",Social activism is important to me,I'm very outgoing and extroverted,Climate change is the most important issue,My intellectual curiosity is the most important thing about me.,Being thought of as well dressed is important to me,"“From each according to his ability, to each according to his need” is a fundamentally good idea.
",I find extreme ambition attractive even when it interferes with family and friends,"Authority should always be questioned.
",No culture is superior to any other,It is important to me to promote access to Oxford,Making peace with the establishment is an important aspect of maturity.,"You cannot be moral without being religious
",I consider myself religious,There are some things that science cannot explain,Traditional gender roles exist for a reason,"Some people are naturally unlucky.
",Is it true that {{field:fead9b5e-ab90-4724-8d76-5bc0ee9a3a3b}} is the best college?,I think I have a healthy work/life balance.,I try to attend all lectures.,*Who has done* _*more*_* for women this term?*,I would never get with a tute partner,Best night out in Oxford?,"How do you describe organisations with hacks, slates, and famous debating societies? ",Are you smarter than most people at Oxford?,"Besides {{field:5be60ae4-75cb-48af-93d7-fb1955703b91}} {{field:7377cb3f-039d-4dc6-a882-0b64fac6f685}}, who is the Biggest Name on Campus?",Crewdates are...,Studying in the library is...,Are you a cat or a dog person?,What would you give your scout?,"Household bop or household baking?
",Emotional vulnerability is an important part of my friendships,Big spoon or little spoon?,How confident are you?,My humour is politically correct,Favourite game to play with friends?,My ideal date ends...,Do you announce to the porters if someone is staying over?,Are you kinky?,"Just so we’re really clear, are you naughty or nice? 😉",Best sconce?,Do you drink alcohol?,How much do you drink?,Do you smoke?,How much do you smoke?,"If you do nothing for an entire day, how do you feel?",Morning or Night person?,The ideal number of nights out is...,How important is music to you?,Favourite musicians? ,I consider myself outdoorsy,Vibe check - how wholesome are you?,I most want to get a...,I will most likely sell my soul to the city,How many children do you want?,I expect my children to attend Oxbridge,I want to be thought of as posh,"Looking back, if 2020 was a movie, what would it be called?",Which of these traits is most important for you in a partner?,Which of these traits is your best trait?,I would be disappointed if I didn't meet my match in person,I am happy to match with someone from my college,I am happy to match with someone from my course,Is there a particular college you don't want a match from?,I don't want a match from...,How was the quiz?,Any feedback for next time?,Do you want to include additional contact information for your match to reach you?,Your email is {{field:3b292fa4-3b1f-47db-8ef6-a631747f0486}} and you want to match with a {{field:cd7d9577-c952-4d05-b8b4-ef159867afa9}}.,Submitted At,Token
22,True,person 2562,1.0,Wadham College,Chemistry,Third,"First, Second, Third",Male,,Female,Happy either way,The presents,Dinner at a nice restaurant,Takeaway and a film,"Art, Music, Culture...",4.0,Me,Sex,Europe,3.0,Slightly left-wing,1.0,,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,2.0,1.0,"A certain society related to philosophy, politics and economics",1.0,Bridge,3.0,3.0,Jovana Pepic,2.0,5.0,5.0,Chocolate,5.0,5.0,5.0,2.0,2.0,Monopoly,5.0,1.0,4.0,5.0,I sconce anyone who’s had a finger up the butt,1.0,4.0,0.0,,1.0,5.0,2.0,5.0,Polo G,4.0,4.0,💰 Sweet job 💰,5.0,2.0,2.0,1.0,"Oh no, not this as well!",Sense of Humour,Sense of Humour,4.0,1.0,0.0,0.0,,4.0,No,0.0,1.0,2020-11-22 13:26:38,82e83kjfwdor3jrhjz82e83z0dharamx
23,True,person 925,1.0,Jesus College,"Philosophy, Politics and Economics (PPE)",Third,"First, Second, Third, Fourth + / Post Grad",Male,,Female,Happy either way,The food,Something active!,Takeaway and a film,Sex,5.0,Split equally,Sex,South America,4.0,Moderately left-wing,1.0,,3.0,1.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,It's closer than I'd like it to be,1.0,Fever,2.0,4.0,Rania Kim,5.0,1.0,4.0,Chocolate,3.0,1.0,5.0,3.0,1.0,Chess,5.0,1.0,4.0,4.0,Brought zip ties to a first date,1.0,3.0,0.0,,1.0,4.0,5.0,4.0,"G-Eazy, J Hus",3.0,3.0,First,4.0,3.0,5.0,2.0,Lockdown,Sense of Humour,Intelligence,5.0,1.0,1.0,0.0,,4.0,Keep it up,1.0,1.0,2020-11-22 13:28:08,n4gkncg783kkcysgtfe6rn4gkncgo6f2
24,True,person 99,1.0,St Catherine's College,History and Economics,Third,"Fourth + / Post Grad, Third, Second",Male,,Female,Happy either way,The food,Something active!,Dinner at a nice restaurant,Politics,2.0,Pay separately,Sex,Oceania,4.0,Moderately left-wing,1.0,,4.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,"A certain society related to philosophy, politics and economics",1.0,Park End,4.0,5.0,Aleena Waseem,4.0,5.0,4.0,Nice card for Christmas,1.0,3.0,5.0,3.0,4.0,Secret Hitler,5.0,1.0,4.0,3.0,Sex in a park,1.0,4.0,0.0,,1.0,2.0,2.0,3.0,"Ed Sheeran, Dua Lipa, Chainsmokers",4.0,5.0,First,2.0,3.0,5.0,1.0,Apocalypse,Kindness,Intelligence,4.0,0.0,0.0,0.0,,3.0,"The question on “which political views do you want to avoid” you can only pick 1 option when you should be able to pick multiple, and the question about taking your date to dinner had ‘nice restaurant’ twice",0.0,1.0,2020-11-22 13:34:11,2v7wxventpwuguixqlqb2v7wxve44ucj
25,True,person 482,1.0,Hertford College,Geography,First,"First, Second",Female,,Male,Happy either way,The food,Something active!,Takeaway and a film,The Deep Stuff™,5.0,Split equally,Breakfast,Europe,3.0,Slightly left-wing,0.0,,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,"A certain society related to philosophy, politics and economics",2.0,Plush,3.0,1.0,Simpkin,5.0,4.0,1.0,Chocolate,1.0,4.0,1.0,4.0,3.0,Cards against Humanity,4.0,1.0,5.0,5.0,<3,1.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,Doja Cat,3.0,2.0,Spouse,3.0,2.0,1.0,2.0,Covidmania,Sense of Humour,Kindness,5.0,0.0,1.0,0.0,,4.0,not so many political questions,1.0,1.0,2020-11-22 13:29:22,b7pq28myxcx2d6dbttq2b7pq23fwzkdu
26,True,person 276,1.0,Somerville College,Chemistry,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Male,,Female,Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Me,Sex,Europe,4.0,Moderately left-wing,1.0,,5.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,It's closer than I'd like it to be,1.0,Bully,5.0,4.0,Malala,2.0,2.0,4.0,Flowers,5.0,4.0,4.0,4.0,2.0,Monopoly,5.0,1.0,5.0,2.0,nay,1.0,3.0,0.0,,2.0,4.0,2.0,5.0,"Radiohead, Joji, Rammstein",4.0,5.0,Spouse,2.0,2.0,1.0,1.0,The end of the fucking world,Intelligence,Intelligence,5.0,1.0,0.0,1.0,Christ Church,4.0,more personal questions,0.0,1.0,2020-11-22 13:36:11,xprbtuhxwzrk9l0smlp4fyxprbtuhpe2
27,True,person 2029,1.0,St John's College,"Philosophy, Politics and Economics (PPE)",Third,Third,Male,,Female,Not interested,The food,Taste the countryside on Port Meadow,Dinner at a nice restaurant,Politics,4.0,Split equally,Breakfast,North America,4.0,Slightly left-wing,1.0,,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,It's closer than I'd like it to be,4.0,A night in..,5.0,4.0,,4.0,1.0,5.0,Chocolate,5.0,3.0,4.0,4.0,2.0,Cards against Humanity,4.0,1.0,5.0,5.0,,1.0,2.0,0.0,,2.0,4.0,1.0,2.0,,4.0,5.0,Spouse,1.0,2.0,4.0,1.0,,Intelligence,Sense of Humour,4.0,1.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 13:26:39,xhcncfzth4z93xmhbvxhcnc320jgrc03
28,True,person 2749,1.0,Worcester College,Earth Sciences (Geology),First,First,Female,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,"Art, Music, Culture...",3.0,Split equally,To not wake me up,Asia,3.0,Slightly left-wing,0.0,,5.0,2.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,It's closer than I'd like it to be,4.0,A night in..,3.0,3.0,david ning,1.0,1.0,2.0,Chocolate,5.0,5.0,3.0,2.0,4.0,cards,3.0,2.0,1.0,1.0,i don't know,1.0,1.0,0.0,,1.0,1.0,0.0,3.0,"Florence and the machine, The wombats, The Struts, Fleetwood mac, Taylor swift, james",5.0,5.0,Spouse,3.0,2.0,4.0,2.0,we said it couldn't get worse,Kindness,Kindness,2.0,0.0,0.0,0.0,,5.0,,0.0,1.0,2020-11-22 13:30:46,8uqoxk375nm6loeao8uq0cicsgl3oops
29,True,person 735,1.0,Lincoln College,Physics,Third,"Third, Second",Male,,Female,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,3.0,Me,To not wake me up,Oceania,4.0,Moderate,1.0,,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,It's closer than I'd like it to be,4.0,A night in..,4.0,4.0,,3.0,4.0,5.0,Chocolate,1.0,4.0,2.0,3.0,2.0,Cards against Humanity,3.0,1.0,3.0,4.0,,1.0,3.0,0.0,,1.0,4.0,2.0,5.0,"Bastille, Fleetwood Mac, Hans Zimmer",4.0,4.0,First,1.0,2.0,3.0,3.0,,Sense of Humour,Sense of Humour,4.0,0.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 13:29:28,1a9bzdtaph6mv28ytxy06e1a9bzdta3r
30,True,person 469,1.0,Pembroke College,History,Third,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Tickets for a night-out,Europe,4.0,Slightly left-wing,0.0,,5.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,It's closer than I'd like it to be,1.0,Bully,5.0,3.0,Cecil Rhodes,4.0,4.0,5.0,Nothing,1.0,4.0,1.0,4.0,2.0,Psych,4.0,1.0,4.0,4.0,,1.0,4.0,1.0,3.0,4.0,5.0,4.0,4.0,"Fleetwood Mac, new order etc",2.0,3.0,💰 Sweet job 💰,5.0,2.0,3.0,3.0,,Sense of Humour,Sense of Humour,3.0,1.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 13:28:54,la2omvfl9ajgrsksc4s8la2omv925svb
31,True,person 793,1.0,Magdalen College,History and Modern Languages,Fourth + / Post Grad,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Best food money can buy,The Deep Stuff™,3.0,Them,Tickets for a night-out,Oceania,3.0,Slightly left-wing,1.0,,4.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,"A certain society related to philosophy, politics and economics",1.0,Fever,3.0,3.0,don't know,2.0,3.0,1.0,Nice card for Christmas,5.0,5.0,1.0,3.0,3.0,Pictionary,3.0,3.0,2.0,3.0,,1.0,3.0,0.0,,1.0,2.0,1.0,4.0,,4.0,4.0,💰 Sweet job 💰,2.0,3.0,3.0,2.0,I Am Legend,Confidence,Ambition,4.0,1.0,1.0,0.0,,5.0,,1.0,1.0,2020-11-22 13:42:27,6bcjr7x90yaln9pzhzcf56bcjrr34202
32,True,person 535,1.0,St Edmund Hall,English Language and Literature,Third,"Third, Fourth + / Post Grad",Female,,"Female, Non-binary",Not interested,Quality time with family and friends,Visit the Ashmolean,Dinner at a nice restaurant,"Art, Music, Culture...",3.0,Split equally,Breakfast,Europe,4.0,Moderately left-wing,1.0,,3.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,It's closer than I'd like it to be,1.0,Plush,5.0,5.0,Gabriella Pizzoni,1.0,2.0,3.0,Chocolate,3.0,4.0,2.0,4.0,4.0,Cards against Humanity,3.0,1.0,3.0,2.0,,1.0,3.0,0.0,,2.0,3.0,1.0,4.0,"Kate Bush, Beatles, Elvis, Glenn Miller, classic rock",2.0,4.0,First,2.0,1.0,1.0,1.0,Should've Gone to Specsavers,Kindness,Kindness,4.0,1.0,0.0,0.0,,3.0,Fewer double negatives please!  And also wtf was the Trump question?,1.0,1.0,2020-11-22 13:51:47,9r2v4pt46odiym89r2heps5idnz6s3kw
33,True,person 226,1.0,St Hilda's College,Engineering Science,Third,"Second, Third, Fourth + / Post Grad",Male,,Female,Not interested,The food,Dinner at a nice restaurant,Homemade meal,The Deep Stuff™,3.0,Me,Breakfast,Europe,2.0,Slightly left-wing,1.0,,5.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,2.0,3.0,It's closer than I'd like it to be,5.0,Bridge,5.0,1.0,Florence Lappin,4.0,4.0,5.0,Nice card for Christmas,1.0,4.0,3.0,2.0,2.0,Cards against Humanity,3.0,1.0,1.0,1.0,I sconce anyone who’s shagged in a night club toilet,1.0,4.0,0.0,,1.0,4.0,2.0,4.0,I have a very niche music taste I feel,3.0,5.0,First,2.0,2.0,3.0,2.0,Expectation vs Reality,Kindness,Ambition,4.0,1.0,1.0,0.0,,4.0,No,1.0,1.0,2020-11-22 13:32:36,ccij95cf7r23y7ccij9s5wy3cix77v4x
34,True,person 800,1.0,St Peter's College,Mathematics,First,"First, Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Homemade meal,Politics,5.0,Split equally,Sex,South America,3.0,Slightly left-wing,1.0,,5.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,It's closer than I'd like it to be,1.0,Bridge,3.0,1.0,Martin Brown,5.0,5.0,5.0,Flowers,5.0,5.0,1.0,4.0,5.0,Monopoly,5.0,1.0,5.0,5.0,,1.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,,5.0,5.0,First,3.0,4.0,3.0,3.0,Bullshit,Confidence,Sense of Humour,5.0,0.0,0.0,0.0,,5.0,,1.0,1.0,2020-11-22 13:32:17,a6yejnf82uaw90sula6yejney1t8t7fs
35,True,person 274,1.0,St Hilda's College,Geography,Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Something active!,Dinner at a nice restaurant,"Art, Music, Culture...",4.0,Split equally,Breakfast,South America,3.0,Moderately left-wing,1.0,,4.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0,"A certain society related to philosophy, politics and economics",2.0,Bridge,3.0,2.0,Akshay Pal,4.0,3.0,4.0,Chocolate,1.0,5.0,2.0,2.0,2.0,Cards against Humanity,4.0,1.0,3.0,3.0,Turning up to sports training covered in hickeys just after the captain left my room,1.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,"Loyle Carner, Yellow Days, Frank Sinatra",5.0,4.0,💰 Sweet job 💰,1.0,3.0,1.0,2.0,World’s End,Sense of Humour,Kindness,3.0,1.0,0.0,0.0,,4.0,,0.0,1.0,2020-11-22 13:42:47,riohmwnxrgszvr8q99rio00pus442q1x
36,True,person 2904,1.0,St Edmund Hall,Law (Jurisprudence),Third,"Second, Third, Fourth + / Post Grad",Female,,Male,Not interested,The food,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,4.0,Split equally,Breakfast,Europe,2.0,Moderate,0.0,,3.0,1.0,5.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,It's closer than I'd like it to be,5.0,A night in..,3.0,3.0,Gabriella Pizzoni,1.0,4.0,5.0,Chocolate,5.0,5.0,1.0,4.0,3.0,Cards against Humanity,4.0,1.0,2.0,4.0,crushed on a tutor,0.0,,0.0,,4.0,1.0,0.0,5.0,"Jennifer Lopez, Shakira",2.0,3.0,💰 Sweet job 💰,4.0,2.0,3.0,5.0,The End of the World,Sense of Humour,Ambition,3.0,0.0,0.0,0.0,,4.0,Not really,0.0,1.0,2020-11-22 13:33:53,0skbsj5bmaa5z60wsxno0skbsbv4ffjs
37,True,person 1595,1.0,St Edmund Hall,Psychology (Experimental),Third,"First, Second, Third, Fourth + / Post Grad",Female,,"Male, Female",Not interested,The food,Visit the Ashmolean,Dinner at a nice restaurant,The Deep Stuff™,3.0,Split equally,Breakfast,Antarctica,4.0,Moderately left-wing,1.0,,5.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,It's closer than I'd like it to be,1.0,A night in..,5.0,3.0,Nikita Barysnikov and Ruhi Kaur,2.0,3.0,5.0,Chocolate,3.0,5.0,3.0,2.0,3.0,Durak :),3.0,1.0,5.0,3.0,I sconce anyone who buys Old Kent Road on Monopoly,1.0,3.0,0.0,,2.0,3.0,1.0,4.0,"Harry Styles, Hozier, Ella Fitzgerald, Mac Miller, Big Shaq (Man's not Hot never hot)",5.0,4.0,First,1.0,2.0,2.0,2.0,,Kindness,Kindness,5.0,1.0,0.0,0.0,,5.0,,1.0,1.0,2020-11-22 13:37:56,erb0ht5a3kmwerg8rluj4qpoormh7fdx
38,True,person 2509,1.0,St Edmund Hall,Biochemistry (Molecular and Cellular),Third,"Third, Fourth + / Post Grad",Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Homemade meal,The Deep Stuff™,3.0,Them,Breakfast,Europe,2.0,Slightly left-wing,1.0,,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,It's closer than I'd like it to be,4.0,Fever,5.0,4.0,Gabriella P,1.0,4.0,5.0,Chocolate,1.0,5.0,1.0,3.0,3.0,Monopoly,4.0,1.0,4.0,4.0,,1.0,1.0,0.0,,1.0,1.0,1.0,4.0,"Finneas, The Weeknd, Elvis, Beatles, Billie Eilish, Rihanna, Frank Ocean, Khalid",5.0,5.0,💰 Sweet job 💰,3.0,2.0,4.0,1.0,The Mayans got it wrong,Kindness,Kindness,4.0,1.0,0.0,0.0,,4.0,No double negatives as qs pls,1.0,1.0,2020-11-22 13:51:29,p4qukz8w993944gi9p4quloyl5a7wzkr
39,True,person 212,1.0,St Hilda's College,Chemistry,Third,"Third, Second",Female,,Male,Not interested,Quality time with family and friends,Dinner at a nice restaurant,Dinner at a nice restaurant,The Deep Stuff™,5.0,Pay separately,Sex,Europe,1.0,I am not political,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,"A certain society related to philosophy, politics and economics",4.0,Park End,3.0,3.0,Akshay Pal,4.0,4.0,5.0,Chocolate,1.0,4.0,2.0,3.0,1.0,Monopoly,5.0,1.0,3.0,4.0,"I sconce anyone who broke a table shagging on it, using olive oil as lube",1.0,4.0,0.0,,1.0,2.0,3.0,2.0,Loyle Carner,4.0,4.0,💰 Sweet job 💰,4.0,3.0,2.0,2.0,Oops we're in lockdown again,Confidence,Sense of Humour,4.0,1.0,1.0,0.0,,5.0,no i loved it,0.0,1.0,2020-11-22 13:42:59,j5id1h4dvngf3gopz6g3mwj5id1h4d7v
40,True,person 2469,1.0,Brasenose College,Archaeology and Anthropology,Fourth + / Post Grad,"Third, Fourth + / Post Grad",Female,,Female,Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,The Deep Stuff™,3.0,Split equally,To not wake me up,Europe,4.0,Moderately left-wing,1.0,,5.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0,It's closer than I'd like it to be,4.0,Plush,4.0,4.0,Unsure,4.0,3.0,5.0,Chocolate,1.0,5.0,5.0,3.0,5.0,Cards against Humanity,5.0,1.0,3.0,3.0,Met a person through Oxfess,1.0,4.0,0.0,,5.0,5.0,3.0,5.0,IDKHow,3.0,4.0,First,1.0,3.0,3.0,1.0,2012 II,Kindness,Intelligence,4.0,1.0,1.0,0.0,,4.0,No,0.0,1.0,2020-11-22 13:34:32,wf72fgiac97b3reowf726qbxke5qzsz0
41,True,person 1563,1.0,St Peter's College,Classics and English,Second,"Second, First",Male,,Female,Not interested,Quality time with family and friends,Something active!,Homemade meal,The Deep Stuff™,3.0,Me,To not wake me up,Europe,2.0,Moderately left-wing,0.0,,5.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,2.0,1.0,It's closer than I'd like it to be,4.0,Bridge,3.0,1.0,Darcy Dixon,4.0,4.0,4.0,Chocolate,1.0,4.0,5.0,3.0,4.0,Cards against Humanity,4.0,1.0,4.0,2.0,I sconce anyone whose mother is a concert pianist,1.0,4.0,0.0,,2.0,3.0,3.0,4.0,"Morningsiders, Beatles, Oasis, Queen, Tom Grennan",3.0,5.0,Spouse,3.0,3.0,1.0,1.0,Lara Croft: Zoom raider,Sense of Humour,Kindness,4.0,1.0,0.0,0.0,,5.0,"Would not be against a shag, marry, kill section",1.0,1.0,2020-11-22 13:51:01,4mnsktmn211i32c829dzk34mnskswzae
42,True,person 2592,1.0,St Hugh's College,Medicine,Third,"Second, Third",Male,,Female,Not interested,The food,Something active!,Dinner at a nice restaurant,The Deep Stuff™,3.0,Split equally,To not wake me up,Asia,1.0,I am not political,0.0,,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,It's closer than I'd like it to be,3.0,A night in..,3.0,3.0,,2.0,4.0,4.0,Chocolate,3.0,3.0,3.0,2.0,3.0,Monopoly,2.0,3.0,2.0,3.0,,1.0,2.0,0.0,,2.0,4.0,2.0,4.0,,4.0,4.0,First,3.0,2.0,2.0,2.0,,Sense of Humour,Sense of Humour,3.0,1.0,1.0,0.0,,3.0,,0.0,1.0,2020-11-22 13:38:21,r705ws6gec2fa2iqbu2nr7mmwb2hssu0
43,True,person 2301,1.0,Somerville College,"Psychology, Philosophy and Linguistics",First,First,Non-binary,Female,"Male, Female, Non-binary",Must have,Quality time with family and friends,Visit the Ashmolean,Takeaway and a film,Politics,4.0,Pay separately,To not wake me up,Asia,5.0,Very left-wing,1.0,,5.0,1.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,It's closer than I'd like it to be,5.0,A night in..,5.0,1.0,Alfie Brazier,2.0,5.0,5.0,Chocolate,3.0,5.0,5.0,2.0,2.0,Cards against Humanity,3.0,1.0,3.0,3.0,,1.0,3.0,0.0,,5.0,5.0,3.0,5.0,"My Chemical Romance, Ryan Ross, YOASOBI, my little airport",3.0,4.0,First,1.0,0.0,1.0,1.0,*incoherent panicked but very tired screaming*,Kindness,Kindness,1.0,1.0,0.0,0.0,,5.0,,1.0,1.0,2020-11-22 13:41:14,vmic0d4xwf5n3s9navmic0dc0ojydvr1
44,True,person 2352,1.0,Somerville College,English Language and Literature,Second,"First, Second, Third",Female,,"Male, Female",Not interested,Quality time with family and friends,Taste the countryside on Port Meadow,Takeaway and a film,"Art, Music, Culture...",2.0,Split equally,To not wake me up,Europe,2.0,Moderately conservative,1.0,,3.0,2.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,4.0,5.0,4.0,It's closer than I'd like it to be,2.0,A night in..,3.0,3.0,Corona,2.0,3.0,3.0,Chocolate,5.0,2.0,4.0,4.0,3.0,Cards against Humanity,2.0,2.0,2.0,3.0,In-joke ones? Not a massive sconcer myself,0.0,,0.0,,2.0,1.0,0.0,3.0,"Video game soundtrack composers, sia, a great big world, p!atd, anything I can dance to like a crazy person",4.0,4.0,Spouse,3.0,2.0,1.0,1.0,The title would just be a drawn out scream with the sound of shit on fire in the background,Sense of Humour,Intelligence,4.0,1.0,0.0,0.0,,4.0,Nope,0.0,1.0,2020-11-22 13:38:27,7nryb2oi6zg89yijvx737nryb2oiycjo
45,True,person 1033,1.0,Somerville College,Modern Languages and Linguistics,First,"First, Second",Non-binary,Non-binary,"Female, Non-binary",Happy either way,Quality time with family and friends,Taste the countryside on Port Meadow,Dinner at a nice restaurant,"Art, Music, Culture...",5.0,Split equally,Breakfast,Asia,5.0,Very left-wing,1.0,,5.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,It's closer than I'd like it to be,1.0,Plush,4.0,3.0,Tom Moreland,3.0,2.0,1.0,Flowers,2.0,5.0,5.0,3.0,5.0,Monopoly,4.0,1.0,4.0,3.0,uuuuuuuuuh,1.0,3.0,1.0,2.0,4.0,5.0,2.0,5.0,"mitski, car seat headrest, nana grizol",2.0,3.0,First,3.0,0.0,1.0,1.0,fucking shit,Kindness,Kindness,4.0,1.0,1.0,0.0,,3.0,no,1.0,1.0,2020-11-22 13:42:12,vt9jb5m7tt4zjxzqdivt9o76efg2b78b
