,Your privacy is important to us. By continuing you agree to [our privacy guidelines](https://docs.google.com/document/d/1CMuFMFBw8FoJ2JRSkDh7QS31ZW5-Bf3\_BDg4pLLJ9B4/edit?usp=sharing).,name,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, did Carole Baskin murder her husband? 🐯",What college are you?,Are you...,I am looking for a...,I am in my...,I want to match with a...,What course do you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, are you chaotic?",What type of chaos are you?,I identify as being..,I am fine matching with people with different political beliefs than me,I specifically do not want to match with someone who is..,Are there things science can't explain?,Are you an optimist?,Do you like going to new places with new people?,Is it okay to step on others to get ahead?,Do individuals have a responsibility to make sacrifices for their community?,How much do you love your college?,Do you like to work in your college library?,Would you date someone that rows?,Would you go on a date to a college formal?,Sexiest JCR role?,What were you like on your freshers group chat?,The biggest sin on College FB Groups is...,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what is your heart’s desire? 
","How smart are you compared to the average Oxford student? 
",Do you make an effort to attend lectures?,What type of tute partner are you?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, have you ever overslept and missed a tutorial?",Most creative excuse for a late/missed essay?,I generally find it easy to find friends to go to the places I want,"Where do you study? 
",Worst library sin?,Favourite library?,What is the biggest waste of human potential?,"Be honest, have you ever hacked?",Would you ever date a hack?,Do you enjoy crewdates?,Best sconce?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} do you drink excessively?,Are you a...,Greggs or Pret?,Favourite pub? 🍺,Favourite cafe? ☕,Is clubbing a large part of your social life?,Is Fever a bad idea?,I love Bridge Thursdays this much...,I would rather go to the pub than the club..,Ideal afters?,How musical are you?,Is music a big part of your life?,What type of music do you enjoy?,Favourite band/artist?,{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}} how kinky are you?,Do you consider yourself athletic?,"{{field:5b1c8837-eea7-4074-bc27-c5a4efb4648a}}, what sports do you do?",I generally consider myself..,In my friendship group I am..,Do you think you have a good work/life balance?,I want to go on dates but I feel like I can’t find anyone…,My ideal post-lockdown first date would be...,Do you use dating apps?,Which ones?,How satisfied are you with the present choices for dating apps?,"Out of 5 matches, how many would you say you meet in person? \* ",Do you want to meet dating app matches in person?,Why don't you meet up with matches in person?,Would you like to be an early user for a new dating app in Michaelmas 2020?,I am okay matching with someone from my college,I am okay matching with someone from my course,How'd we do?,Your suggestions and feedback are welcome,I want to find a..,The college I dislike the most is...,Favourite club in Oxford?,(optional) What's been your experience with dating apps and how could it be improved?,I want to be matched with people looking for...,Submitted At,Token
25,1.0,person 2963,I don't know who that is,Pembroke College,Male,Female,First year,"First year, Second year",Chemistry,0.0,,Moderately left-wing,0.0,"Moderately conservative, Very conservative",1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,Secretary ✍️,The non-stop chatterbox,Sharing events nobody cares about,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,Was working on it in labs and my lab partner spilled acid on it.,False,My room,Not obeying the Dewey Decimal Sydtem,Radcam,Oxford University Conservative Association,0.0,1.0,1.0,Anyone who describes Ancient Greek as their “litest GCSE”,0.0,A mix of all the above depending on the week,Greggs,Turf tavern,G&D’s (Aldate’s),0.0,1.0,2.0,False,Asleep,1.0,0.0,,,3.0,3.0,Fencing,Introverted,The Floater,0.0,True,Coffee and a walk,0.0,,,,,,0.0,1.0,1.0,4.0,,,,,,,2020-05-26 13:45:10,zgyk5n033drc8ovszgybiy8uv4psfmz1
26,1.0,person 510,I don't know who that is,Pembroke College,Female,Male,First year,"First year, Second year, Third year",Engineering Science,0.0,,I am not political,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,True,Uni libraries,,Lincoln Library,Student 'journalism',0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,King's Arms,Society cafe,1.0,1.0,3.0,False,Kebab van,2.0,0.0,,,7.0,3.0,"Rowing, Cycling, Climbing",In between,The Daredevil,1.0,False,,0.0,,,,,,0.0,1.0,1.0,5.0,,,,,,,2020-05-26 13:37:09,p6x1yhmv1wh9xbowwk6p6x1yyz4mozza
27,1.0,person 1985,Yes,New College,Female,Male,First year,"First year, Second year, Third year",Modern Languages and Linguistics,1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,2.0,0.0,The Teamplayer (back them up!),1.0,,True,College library,playing music through headphones so loud it feels like i'm in bridge,social sciences,The Oxford Union,0.0,0.0,1.0,gave someone head on a street in prague,1.0,A mix of all the above depending on the week,Pret a Manger,the half moon,jericho coffee traders,1.0,0.0,4.0,False,Kebab van,2.0,0.0,,,2.0,3.0,Rowing,In between,The Mess,1.0,True,,0.0,,,,,,1.0,1.0,1.0,5.0,,,,,,,2020-05-26 13:23:28,gx8as8000gbko8a82gxcqsa6gsk65m0r
28,1.0,person 1165,I don't know who that is,Oriel College,Male,Female,First year,"First year, Second year",Computer Science,1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Sharing events nobody cares about,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,Dog ate my computer :(,True,Uni libraries,"Ooh, toss up between talking in the library or telling others to turn down their music when they have earphones in",RadCam obviously,Student 'journalism',0.0,1.0,0.0,,0.0,Morning person 🌅,Greggs,"Turf Tavern, but with the roof a bit higher",mcdondalds,0.0,0.0,4.0,True,Asleep,3.0,1.0,"Classical, Blues, Electronic, Pop, Rap, Jazz, Rock",Carpenter Brut/Queen,7.0,2.0,Cross Country,In between,The Organizer,0.0,True,Probably just going out to the pub,0.0,,,,,,1.0,0.0,0.0,4.0,"yeah nah it's good. Maybe some more nuance on some of the questions would be nice, but I appreciate why you'd have simple yes/nos :)",,,,,,2020-05-26 12:48:40,8mmzs4ufio30jw8mmzs4wwpapssvg3ri
29,1.0,person 2465,I don't know who that is,St Peter's College,Female,Male,First year,"First year, Second year",Modern Languages and Linguistics,0.0,,Moderate,1.0,,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),1.0,My word wouldn’t launch,True,Uni libraries,,Taylor Institution/Bodleian,Oxford University Conservative Association,0.0,0.0,0.0,,1.0,A mix of all the above depending on the week,Greggs,,Handle Bar,1.0,1.0,3.0,False,Kebab van,3.0,1.0,"Classical, Pop",/,1.0,1.0,running,In between,The Mess,1.0,True,cafe date/date by the sea,0.0,,,,,,1.0,0.0,1.0,4.0,,,,,,,2020-05-26 12:48:38,tr6t5q67eb5205c0nxtr6t5q3909lfhw
30,1.0,person 1532,Yes,University College,Female,Male,First year,"First year, Second year","Philosophy, Politics and Economics (PPE)",0.0,,Slightly left-wing,1.0,,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,Welfare 💜,The silent observer,Using it as your personal lost & found,First🎓,3.0,0.0,The Teamplayer (back them up!),0.0,,False,My room,Hogging a cubicle by putting their succulents there,SSL,The Oxford Union,0.0,0.0,0.0,,0.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,House,,0.0,1.0,3.0,True,Kebab van,3.0,1.0,"Pop, Indie",The Unlikely Candidates,1.0,0.0,None,Introverted,The Wildcard,0.0,False,,0.0,,,,,,0.0,0.0,0.0,3.0,,,,,,,2020-05-26 12:43:26,behl4c7385xfgr1kftsjabehl4c7py37
31,1.0,person 2384,Yes,St Edmund Hall,Female,Male,Third year,"Second year, Third year, Fourth year +, Post Grad, First year",Mathematics,0.0,,I am not political,1.0,,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,President👑,The silent observer,Just general shitposting,Spouse❤️,2.0,0.0,Please don't ask me a question,0.0,Never wrote an essay,True,My room,Don’t go to libraries,None,The Oxford Union,0.0,0.0,0.0,,0.0,A mix of all the above depending on the week,Greggs,Swan and castle,Caffè Nero,1.0,0.0,3.0,False,Kebab van,2.0,0.0,,,3.0,1.0,None,In between,The Mom,1.0,False,Walk and dinner,0.0,,,,,,0.0,0.0,0.0,5.0,Was great,,,,,,2020-05-26 12:42:39,xyz0hmvsgjml5j5g0g119yyxyz0hmvsy
32,1.0,person 2160,I don't know who that is,Lincoln College,Female,"Male, Female",First year,First year,Mathematics,1.0,Chaotic neutral,Slightly left-wing,1.0,,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,President👑,The silent observer,Sharing events nobody cares about,First🎓,2.0,1.0,Please don't ask me a question,0.0,"I forgot that maths builds on stuff from before so i had to go back and do last weeks problem sheet, that i haven't done, first... also now i use time zones as an excuse",True,College library,Blocking seats and just not turning up for hours,Lincoln College Library,The Oxford Union,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Spoons,Missing Bean,0.0,1.0,2.0,True,Kebab van,3.0,1.0,"Pop, Indie",Ava Max,8.0,1.0,"Swimming, Skiing",In between,The Organizer,0.0,True,Outside.,1.0,"Tinder, OkCupid",3.0,1.0,1.0,Messaging is awkward // I don't know what to say,1.0,1.0,1.0,5.0,I really like how many questions there were!! Keep it up :),,,,,,2020-05-26 12:37:57,bls1zzyolpr31hupblsst0hbsm2vpqrs
33,1.0,person 1847,I don't know who that is,University College,Female,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Computer Science,0.0,,Moderately left-wing,1.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Secretary ✍️,The silent observer,Sharing events nobody cares about,First🎓,1.0,1.0,I'm too busy arguing with the tutor..,0.0,,False,My room,,College lib,Oxford University Conservative Association,0.0,1.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,The Turf,Taylor's,0.0,0.0,1.0,True,Kebab van,1.0,0.0,,,8.0,0.0,None,Introverted,The Mom,1.0,False,,0.0,,,,,,0.0,0.0,0.0,4.0,,,,,,,2020-05-26 12:34:06,4cw8b0ni1d1mqy4cw8betl5yf3lv48jv
34,1.0,person 52,Yes,Merton College,Female,"Female, Male",First year,"First year, Third year, Second year",Computer Science and Philosophy,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,Entz 🎫,The silent observer,Sharing events nobody cares about,Spouse❤️,2.0,0.0,I don’t have a tute partner :(,0.0,,True,My room,Licking your finger to turn the pages,RadCam,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Spoons,,1.0,1.0,2.0,False,McDonalds,1.0,0.0,,,4.0,0.0,Unicycle hockey,In between,The Mess,0.0,True,Picnic,0.0,,,,,,1.0,1.0,1.0,5.0,,,,,,,2020-05-26 12:29:09,hqe9vnqemmfkpjslyuhfhqe9vbs99h03
35,1.0,person 2704,Yes,Oriel College,Female,Male,Second year,"Second year, Third year, Fourth year +",Medicine,0.0,,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,President👑,The silent observer,Using it as your personal lost & found,Spouse❤️,4.0,1.0,The Teamplayer (back them up!),0.0,I sent your computer a virus by accident,True,Uni libraries,,Duke Humfrey’s Library,Oxford University Conservative Association,0.0,1.0,1.0,,0.0,A mix of all the above depending on the week,Pret a Manger,Turf Tavern,Waterstones,1.0,0.0,4.0,True,Kebab van,4.0,1.0,"Classical, Jazz, Pop, R&B, Indie",George Michael,7.0,3.0,Netball,In between,The Mom,1.0,True,,1.0,Tinder,2.0,2.0,1.0,Messaging is awkward // I don't know what to say,0.0,1.0,1.0,5.0,,,,,,,2020-05-26 11:52:19,13420s4faiec13uzb4cahvhbtnc7fuz7
36,1.0,person 1664,I don't know who that is,Merton College,Female,Female,First year,"First year, Second year",Law (Jurisprudence),0.0,,Slightly left-wing,0.0,"Very conservative, Moderately conservative, Very left-wing",0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,President👑,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,The Teamplayer (back them up!),0.0,Tardis date gone wrong,False,Uni libraries,,"Old bod, duke humpfrey’s",Oxford University Conservative Association,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Turf,Rose,0.0,1.0,3.0,True,McDonalds,3.0,1.0,"Classical, Rap, Pop",NF,7.0,2.0,Swimming,In between,The Floater,0.0,False,,1.0,"Tinder, Bumble",2.0,0.0,1.0,It's hard to find people I have things in common with,1.0,0.0,1.0,5.0,,,,,,,2020-05-26 11:49:02,rmmvz1ljvxtjb1hgrmmt3ru0svqsepsl
37,1.0,person 1915,Yes,Trinity College,Female,Male,First year,"Second year, First year",Medicine,1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,2.0,1.0,Please don't ask me a question,0.0,I didn’t want to sorry,True,College library,,RadCam,Oxford University Conservative Association,0.0,0.0,0.0,,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,The Crown,Art Cafe,0.0,1.0,3.0,True,Kebab van,3.0,1.0,"Classical, Jazz, Rap, Pop, R&B",maroon 5,5.0,1.0,Netball,Extroverted,The Mess,0.0,True,honestly anything i just want to meet some people,0.0,,,,,,0.0,0.0,1.0,4.0,,,,,,,2020-05-26 11:46:07,aqb19gk1lsx1gg3agaqb19gedp8vsgu6
38,1.0,person 2108,Yes,Hertford College,Female,Male,First year,"First year, Second year, Third year, Fourth year +",Archaeology and Anthropology,1.0,Chaotic good,Moderate,1.0,,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,Spouse❤️,2.0,1.0,The Teamplayer (back them up!),0.0,Honest procrastination,False,Uni libraries,,Rad cam and bodleian,Oxford University Conservative Association,0.0,0.0,0.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Own room,Pacific coffee,0.0,1.0,3.0,False,Kebab van,3.0,1.0,"Blues, Classical, Electronic, Jazz, Pop, R&B, Indie",Mamamoo,2.0,0.0,Dancing,In between,The Organizer,0.0,True,Picnic,1.0,Tinder,2.0,0.0,1.0,It's hard to find people I have things in common with,1.0,0.0,0.0,5.0,,,,,,,2020-05-26 11:43:59,iu05ayzmoykh4abiu05ak6kcm5slgt6o
39,1.0,person 229,Yes,St Hugh's College,Female,Male,First year,"First year, Second year, Third year, Fourth year +, Post Grad",Psychology (Experimental),1.0,Chaotic good,Slightly conservative,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,Entz 🎫,The silent observer,Ranting / causing drama,First🎓,2.0,1.0,Please don't ask me a question,0.0,Mumps,True,Uni libraries,,Rad cam,The Oxford Union,0.0,0.0,1.0,,1.0,A mix of all the above depending on the week,Pret a Manger,Chequers,Society Cafe,1.0,0.0,5.0,True,Asleep,2.0,1.0,"Country, Jazz, Pop, Rap, R&B, Indie",Dirty Projector,5.0,3.0,"Gym, running, netball, tennis",In between,The Mom,1.0,True,,0.0,,,,,,1.0,0.0,1.0,4.0,,,,,,,2020-05-26 11:42:37,ezbh38338jdr5tfbjdmcezbh38vl1t3c
40,1.0,person 2589,Yes,St Peter's College,Male,Female,First year,"First year, Second year",Music,0.0,,Slightly conservative,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Secretary ✍️,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,The Teamplayer (back them up!),0.0,,False,Uni libraries,Pre-drinking,Mackerras Room in the Weston,Student 'journalism',1.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,The Royal Blenheim,Society Cafe,0.0,1.0,5.0,True,McDonalds,4.0,1.0,"Classical, Electronic, Jazz",Little Big,1.0,3.0,Cycling,In between,The Organizer,1.0,True,,0.0,,,,,,1.0,0.0,0.0,5.0,,,,,,,2020-05-26 11:33:38,8j0d3ah9924kbfirvbjox8j0d3avbpif
41,1.0,person 1296,Yes,St Benet's Hall,Female,Male,First year,"First year, Second year",Human Sciences,1.0,Chaotic good,Slightly left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Using it as your personal lost & found,Spouse❤️,3.0,0.0,The Teamplayer (back them up!),0.0,,True,Cafes,Loud whispering,Radcliffe Science Library (rip),Oxford University Conservative Association,0.0,1.0,0.0,,0.0,Get up in the afternoon person ⏰ (!!!),Greggs,Spoons,Starbucks,0.0,0.0,3.0,False,McDonalds,2.0,1.0,"Pop, R&B, Reggae",Bastille,5.0,0.0,None,In between,The Mess,0.0,True,Drinking mocha,1.0,Tinder,1.0,0.0,0.0,That's not what I'm trying to do // I don't want to meet in person,1.0,0.0,0.0,5.0,,,,,,,2020-05-26 11:23:34,tuam7tosqvoodx10hlktuaolxqu1o1kl
42,1.0,person 916,Yes,St Edmund Hall,Male,"Male, Female",Third year,"First year, Second year, Fourth year +, Post Grad, Third year",Earth Sciences (Geology),1.0,,Moderate,1.0,,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,3.0,1.0,Ask questions to eat up the 🕐,0.0,,False,Uni libraries,,Duke Humphrey,The Oxford Union,0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Spoons,Fantastea,1.0,0.0,4.0,True,Asleep,2.0,0.0,,,5.0,0.0,None,In between,The Dumb one ,1.0,True,Hearty lunch - nice walk - delicious dinner,0.0,,,,,,1.0,0.0,0.0,5.0,Maybe more random buzzfeed like questions,,,,,,2020-05-26 11:14:26,unhs2bcqqdt26nd9funhs2bushba1yxz
43,1.0,person 1875,Yes,St Peter's College,Male,Female,Second year,Second year,Physics,1.0,Chaotic neutral,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,Welfare 💜,The silent observer,Sharing events nobody cares about,Spouse❤️,3.0,0.0,Please don't ask me a question,1.0,The college printer wasn’t working (ok not that creative),False,College library,Loud typing,Duke Humfrey’s,Oxford University Conservative Association,0.0,1.0,1.0,,1.0,Get up in the afternoon person ⏰ (!!!),Pret a Manger,King’s Arms,Society Cafe,1.0,1.0,4.0,True,Asleep,3.0,1.0,"Classical, Pop, Rap, R&B, Indie",Fleetwood Mac,8.0,2.0,Football,In between,The Floater,0.0,True,,0.0,,,,,,0.0,1.0,0.0,5.0,,,,,,,2020-05-26 11:11:58,7pe0bt3e0jd1jhwftxkc7pempazr3r2l
44,1.0,person 986,I don't know who that is,University College,Female,Male,Second year,"Second year, Third year, First year, Fourth year +, Post Grad",Classics,1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Welfare 💜,I wasn't in the freshers group chat (thankfully),Just general shitposting,Spouse❤️,4.0,0.0,I'm too busy arguing with the tutor..,1.0,was just so engrossed in thinking that I didn't see time go by,True,Cafes,,college librar,My college's JCR,0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Pret a Manger,KA,Paul/Blackwells,1.0,1.0,3.0,False,not in A&E?,3.0,1.0,"Pop, R&B, Jazz, Classical, Blues, Indie",Nothing but thieves,5.0,2.0,dance and running,Extroverted,The Wildcard,1.0,False,,0.0,,,,,,1.0,0.0,0.0,4.0,,,,,,,2020-05-26 11:05:41,ipov8ig7tzo3yul8lipov8ihy1u81yhi
45,1.0,person 2601,Yes,Wadham College,Female,Male,Second year,"Second year, Third year",Classics,0.0,,Moderately left-wing,0.0,"Moderately left-wing, Slightly left-wing, Moderate, Very left-wing",1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,Welfare 💜,The silent observer,Ranting / causing drama,First🎓,3.0,0.0,The Teamplayer (back them up!),0.0,Never had a late essay,True,My room,Eating loudly,Wadham library,The Oxford Union,0.0,0.0,0.0,,0.0,Morning person 🌅,Pret a Manger,The Kings Arms,The Nosebag,0.0,1.0,2.0,True,Kebab van,1.0,0.0,,,4.0,1.0,None,Extroverted,The Mom,1.0,True,G and Ds by the river,0.0,,,,,,0.0,0.0,1.0,4.0,"Favourite hobby, favourite food, dream travel destination",,,,,,2020-05-26 11:02:32,uktwgh92oe8bepimuktuux7gckvydfuk
46,1.0,person 1895,No,Worcester College,Female,Male,Second year,Second year,Law (Jurisprudence),1.0,Chaotic good,Moderately left-wing,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,President👑,The silent observer,Just general shitposting,First🎓,3.0,0.0,The Teamplayer (back them up!),1.0,misunderstood the time taken to drive across the desert,True,My room,photoshoot wearing a crown and nothing else,Worcester Law Library,The Oxford Union,0.0,1.0,1.0,Can’t risk the shout out,1.0,Creature of the night 🌙 (no idea when I'll be up),Pret a Manger,Gardners Arms Jericho,Wine Cafe,1.0,0.0,5.0,False,not in A&E?,1.0,1.0,"Indie, Pop, Jazz",Vampire Weekend,8.0,3.0,"Cycling, Rowing, Swimming",Extroverted,The Mess,0.0,True,punting I miss it,1.0,"Tinder, Bumble",2.0,1.0,0.0,"That's not what I'm trying to do // I don't want to meet in person, Messaging is awkward // I don't know what to say",1.0,1.0,1.0,5.0,Where do the shout-outs go,,,,,,2020-05-26 11:01:32,k4hm0g2li6kezpx0qj0emgek4hm0g2y7
47,1.0,person 1864,No,St Edmund Hall,Female,Male,Third year,"Second year, Third year, Fourth year +, Post Grad",Earth Sciences (Geology),0.0,,Moderate,1.0,,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,President👑,I wasn't in the freshers group chat (thankfully),Using it as your personal lost & found,Spouse❤️,3.0,1.0,The Teamplayer (back them up!),0.0,I've never submitted anything late bitches,True,College library,Chewing gum with your mouth open urgh,Teddy,The Oxford Union,1.0,0.0,1.0,Kicked someone out for the size of their penis,1.0,A mix of all the above depending on the week,Greggs,Turf,Taylors,1.0,0.0,4.0,False,Kebab van,2.0,0.0,,,4.0,1.0,Rowing,In between,The organiser and the mess simaultaneously,1.0,True,Walk and a pimms,1.0,Tinder,2.0,0.0,0.0,Messaging is awkward // I don't know what to say,1.0,1.0,1.0,3.0,,,,,,,2020-05-26 10:53:18,2ld2ttpsiodlcrfyv1h2om2ld2ttps8d
48,1.0,person 2635,No,Exeter College,Male,"Male, Female",Post Grad,"Fourth year +, Post Grad",Oriental Studies,1.0,Chaotic good,Very left-wing,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,Welfare 💜,I wasn't in the freshers group chat (thankfully),Ranting / causing drama,Spouse❤️,4.0,1.0,F. Have seminars instead. ,0.0,,True,Uni libraries,Chatty socialisers,OXCIS,Oxford University Conservative Association,0.0,1.0,0.0,,0.0,A mix of all the above depending on the week,Greggs,Wheat Sheaf,Exeter MCR,1.0,0.0,3.0,True,Asleep,3.0,1.0,"Blues, Classical, Electronic, Jazz, Rap",Bowie,9.0,3.0,"Cycling, Basketball, Shooting",Extroverted,The Wildcard,0.0,False,,0.0,,,,,,0.0,1.0,1.0,4.0,,,,,,,2020-05-26 10:49:21,em7opdx1jynn3vwvzlem7opdx5nbcjbe
49,1.0,person 612,Yes,Somerville College,Male,Female,First year,"First year, Second year",Physics,1.0,Chaotic neutral,Moderate,1.0,,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,Entz 🎫,I wasn't in the freshers group chat (thankfully),Just general shitposting,First🎓,3.0,0.0,The Teamplayer (back them up!),1.0,Put it in the washing machine instead of my clothes while drunk,True,My room,,Somerville,Student 'journalism',0.0,1.0,1.0,,1.0,A mix of all the above depending on the week,Greggs,Judes,Independent ones generally,1.0,1.0,4.0,True,Kebab van,3.0,1.0,"Indie, Jazz, Rock",Glass Animals,4.0,2.0,"Rugby, Pool",Introverted,The Organizer,1.0,True,Classic drinks,0.0,,,,,,0.0,0.0,0.0,5.0,,,,,,,2020-05-26 10:45:32,w5kpmkvt3hznb149rw5kpm8p79tora6y
50,1.0,person 1513,I don't know who that is,Magdalen College,Male,Female,First year,"First year, Second year, Third year, Fourth year +, Post Grad",History (Ancient and Modern),1.0,Chaotic neutral,Moderately conservative,1.0,,1.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,Careers 🔥,Fairly frequent texter but not as much as the others ,Using it as your personal lost & found,Spouse❤️,5.0,0.0,The Teamplayer (back them up!),0.0,I was watching the football,True,My room,Not going,Magdalen cos it’s the closest,The Oxford Union,0.0,1.0,1.0,,0.0,Get up in the afternoon person ⏰ (!!!),Greggs,Four candles,Taylor’s,1.0,0.0,2.0,False,Kebab van,0.0,0.0,,,10.0,4.0,"Rugby, Rowing, Football, Basketball, Cycling, Cricket, Swimming, Shooting",Introverted,The dad,1.0,True,,1.0,"Tinder, Hinge",3.0,1.0,1.0,"It's difficult arranging to meet // I don't know where to meet them, Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with",1.0,1.0,1.0,4.0,,,,,,,2020-05-26 10:38:04,veqy883uxx5jduyr7rcveqy84zalpks4
51,1.0,person 2758,Yes,St Hugh's College,Male,Male,Post Grad,Post Grad,Psychology (Experimental),1.0,Chaotic neutral,Moderately left-wing,0.0,Very conservative,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,Careers 🔥,I wasn't in the freshers group chat (thankfully),Just general shitposting,First🎓,1.0,1.0,Don’t have tutes - postgrad ✌🏻,1.0,,False,My room,Leaving stuff on the desk and coming back in hours,Rad cam,Oxford University Conservative Association,0.0,0.0,1.0,,0.0,Creature of the night 🌙 (no idea when I'll be up),Greggs,,,0.0,1.0,1.0,True,McDonalds,1.0,1.0,"Pop, Indie",Too many 🤷🏻‍♂️,5.0,0.0,None,Introverted,The Mess,0.0,True,Pizza,1.0,"Tinder, Bumble, Hinge",1.0,1.0,1.0,"They don't respond to messages, Messaging is awkward // I don't know what to say, It's hard to find people I have things in common with, I don't get matches",0.0,1.0,1.0,3.0,,,,,,,2020-05-26 10:36:31,6cqarrpay2zuub6cqab2hm49rnbihqb2
